timestamp,ch1_bias,ch1_derivedPk,ch1_direct,ch1_directRMS,ch1_velocityPk,ch1_velocityRMS,ch2_bias,ch2_derivedPk,ch2_direct,ch2_directRMS,ch2_velocityPk,ch2_velocityRMS,status,volts
2/17/2025 12:43,-11.982,0.031,0.056,0.022,0.097,0.063,-12.024,0.046,0.072,0.032,0.158,0.104,imbalance,50
2/17/2025 12:43,-11.983,0.031,0.057,0.022,0.1,0.064,-12.024,0.046,0.08,0.032,0.153,0.104,imbalance,50
2/17/2025 12:43,-11.982,0.031,0.061,0.022,0.1,0.063,-12.024,0.048,0.07,0.034,0.16,0.105,imbalance,50
2/17/2025 12:43,-11.982,0.033,0.059,0.023,0.095,0.065,-12.024,0.05,0.082,0.035,0.153,0.104,imbalance,50
2/17/2025 12:43,-11.983,0.031,0.059,0.022,0.1,0.063,-12.024,0.046,0.074,0.033,0.153,0.104,imbalance,50
2/17/2025 12:43,-11.982,0.033,0.058,0.023,0.096,0.063,-12.023,0.045,0.071,0.032,0.159,0.101,imbalance,50
2/17/2025 12:43,-11.983,0.035,0.074,0.025,0.1,0.065,-12.024,0.05,0.084,0.036,0.151,0.105,imbalance,50
2/17/2025 12:43,-11.983,0.031,0.062,0.022,0.101,0.064,-12.024,0.046,0.081,0.032,0.159,0.104,imbalance,50
2/17/2025 12:43,-11.982,0.033,0.058,0.023,0.096,0.064,-12.024,0.046,0.076,0.032,0.152,0.103,imbalance,50
2/17/2025 12:43,-11.982,0.032,0.058,0.022,0.095,0.063,-12.023,0.049,0.071,0.035,0.159,0.105,imbalance,50
2/17/2025 12:43,-11.982,0.034,0.065,0.024,0.099,0.063,-12.024,0.045,0.086,0.032,0.153,0.105,imbalance,50
2/17/2025 12:43,-11.982,0.034,0.064,0.024,0.1,0.064,-12.024,0.052,0.072,0.037,0.159,0.103,imbalance,50
2/17/2025 12:43,-11.982,0.031,0.058,0.022,0.096,0.064,-12.024,0.049,0.07,0.035,0.158,0.105,imbalance,50
